Comunidad Autonoma,Periodo,Actividad,Censo,Criminalidad,GastoHogares,GastoProteccionAmbiental,Hipotecas,IngresosMedios,IPC,TipoVivienda,IPV,NumHabitaciones,NumHogares,PIB,Emisiones GEI,Precio del suelo
06 Cantabria,2017,55.6,2058278.0,4615.0,29945.34,11847778.0,22195.0,11293.0,96.288,Vivienda nueva,106.69,7 o más habitaciones,33.9,3.145,5227.0,84.82
06 Cantabria,2017,55.6,2058278.0,4615.0,29945.34,11847778.0,22195.0,11293.0,96.288,Vivienda segunda mano,106.701,Menos de 3 habitaciones,2.2,3.145,5227.0,84.82
06 Cantabria,2017,55.6,2058278.0,4615.0,29945.34,11847778.0,22195.0,11293.0,96.288,Vivienda segunda mano,106.701,Entre 3 y 6 habitaciones,203.5,3.145,5227.0,84.82
06 Cantabria,2017,55.6,2058278.0,4615.0,29945.34,11847778.0,22195.0,11293.0,96.288,Vivienda segunda mano,106.701,7 o más habitaciones,33.9,3.145,5227.0,84.82
06 Cantabria,2016,55.7,2058278.0,4623.0,27549.85,6065488.0,25500.0,1067.0,95.152,Vivienda nueva,103.98,Menos de 3 habitaciones,1.4,2.928,4922.0,108.47
06 Cantabria,2016,55.7,2058278.0,4623.0,27549.85,6065488.0,25500.0,1067.0,95.152,Vivienda nueva,103.98,Entre 3 y 6 habitaciones,199.4,2.928,4922.0,108.47
06 Cantabria,2016,55.7,2058278.0,4623.0,27549.85,6065488.0,25500.0,1067.0,95.152,Vivienda nueva,103.98,7 o más habitaciones,38.1,2.928,4922.0,108.47
06 Cantabria,2016,55.7,2058278.0,4623.0,27549.85,6065488.0,25500.0,1067.0,95.152,Vivienda segunda mano,102.195,Menos de 3 habitaciones,1.4,2.928,4922.0,108.47
06 Cantabria,2016,55.7,2058278.0,4623.0,27549.85,6065488.0,25500.0,1067.0,95.152,Vivienda segunda mano,102.195,Entre 3 y 6 habitaciones,199.4,2.928,4922.0,108.47
06 Cantabria,2016,55.7,2058278.0,4623.0,27549.85,6065488.0,25500.0,1067.0,95.152,Vivienda segunda mano,102.195,7 o más habitaciones,38.1,2.928,4922.0,108.47
06 Cantabria,2015,56.2,2058278.0,3376.0,27973.91,4393043.0,26332.0,10494.0,93.727,Vivienda nueva,100.0,Menos de 3 habitaciones,0.8,2.753,5055.0,74.3
06 Cantabria,2015,56.2,2058278.0,3376.0,27973.91,4393043.0,26332.0,10494.0,93.727,Vivienda nueva,100.0,Entre 3 y 6 habitaciones,199.2,2.753,5055.0,74.3
06 Cantabria,2015,56.2,2058278.0,3376.0,27973.91,4393043.0,26332.0,10494.0,93.727,Vivienda nueva,100.0,7 o más habitaciones,39.3,2.753,5055.0,74.3
06 Cantabria,2015,56.2,2058278.0,3376.0,27973.91,4393043.0,26332.0,10494.0,93.727,Vivienda segunda mano,100.0,Menos de 3 habitaciones,0.8,2.753,5055.0,74.3
06 Cantabria,2015,56.2,2058278.0,3376.0,27973.91,4393043.0,26332.0,10494.0,93.727,Vivienda segunda mano,100.0,Entre 3 y 6 habitaciones,199.2,2.753,5055.0,74.3
06 Cantabria,2015,56.2,2058278.0,3376.0,27973.91,4393043.0,26332.0,10494.0,93.727,Vivienda segunda mano,100.0,7 o más habitaciones,39.3,2.753,5055.0,74.3
06 Cantabria,2014,56.1,2058278.0,3368.0,26981.59,4243708.0,22528.0,9824.0,94.072,Vivienda nueva,95.732,Menos de 3 habitaciones,1.9,2.349,5055.0,99.78
06 Cantabria,2014,56.1,2058278.0,3368.0,26981.59,4243708.0,22528.0,9824.0,94.072,Vivienda nueva,95.732,Entre 3 y 6 habitaciones,202.7,2.349,5055.0,99.78
06 Cantabria,2014,56.1,2058278.0,3368.0,26981.59,4243708.0,22528.0,9824.0,94.072,Vivienda nueva,95.732,7 o más habitaciones,34.8,2.349,5055.0,99.78
06 Cantabria,2014,56.1,2058278.0,3368.0,26981.59,4243708.0,22528.0,9824.0,94.072,Vivienda segunda mano,97.546,Menos de 3 habitaciones,1.9,2.349,5055.0,99.78
06 Cantabria,2014,56.1,2058278.0,3368.0,26981.59,4243708.0,22528.0,9824.0,94.072,Vivienda segunda mano,97.546,Entre 3 y 6 habitaciones,202.7,2.349,5055.0,99.78
06 Cantabria,2014,56.1,2058278.0,3368.0,26981.59,4243708.0,22528.0,9824.0,94.072,Vivienda segunda mano,97.546,7 o más habitaciones,34.8,2.349,5055.0,99.78
06 Cantabria,2013,55.9,2058278.0,3268.0,27162.99,5907054.0,20253.0,9843.0,95.281,Vivienda nueva,91.273,Menos de 3 habitaciones,3.0,2.349,482.0,117.3
06 Cantabria,2013,55.9,2058278.0,3268.0,27162.99,5907054.0,20253.0,9843.0,95.281,Vivienda nueva,91.273,Entre 3 y 6 habitaciones,187.5,2.349,482.0,117.3
06 Cantabria,2013,55.9,2058278.0,3268.0,27162.99,5907054.0,20253.0,9843.0,95.281,Vivienda nueva,91.273,7 o más habitaciones,47.3,2.349,482.0,117.3
06 Cantabria,2013,55.9,2058278.0,3268.0,27162.99,5907054.0,20253.0,9843.0,95.281,Vivienda segunda mano,97.271,Menos de 3 habitaciones,3.0,2.349,482.0,117.3
06 Cantabria,2013,55.9,2058278.0,3268.0,27162.99,5907054.0,20253.0,9843.0,95.281,Vivienda segunda mano,97.271,Entre 3 y 6 habitaciones,187.5,2.349,482.0,117.3
06 Cantabria,2013,55.9,2058278.0,3268.0,27162.99,5907054.0,20253.0,9843.0,95.281,Vivienda segunda mano,97.271,7 o más habitaciones,47.3,2.349,482.0,117.3
06 Cantabria,2012,57.5,2058278.0,11092.5,28971.69,3921342.0,26598.0,10388.0,94.678,Vivienda nueva,98.44,7 o más habitaciones,108.65,2.349,5451.0,126.35
06 Cantabria,2012,57.5,2058278.0,11092.5,28971.69,3921342.0,26598.0,10388.0,94.678,Vivienda segunda mano,109.023,7 o más habitaciones,108.65,2.349,5451.0,126.35
06 Cantabria,2011,55.5,2058278.0,11092.5,29616.25,17000817.0,41218.0,10495.0,91.377,Vivienda nueva,113.71,7 o más habitaciones,108.65,2.349,5455.0,148.17
06 Cantabria,2011,55.5,2058278.0,11092.5,29616.25,17000817.0,41218.0,10495.0,91.377,Vivienda segunda mano,128.234,7 o más habitaciones,108.65,2.349,5455.0,148.17
06 Cantabria,2010,56.1,2058278.0,11092.5,30353.54,32039213.0,87543.0,11083.0,89.294,Vivienda nueva,124.233,7 o más habitaciones,108.65,2.349,5871.0,239.93
06 Cantabria,2010,56.1,2058278.0,11092.5,30353.54,32039213.0,87543.0,11083.0,89.294,Vivienda segunda mano,143.617,7 o más habitaciones,108.65,2.349,5871.0,239.93
07 Castilla y León,2023,54.3,2383703.0,11092.5,28028.22,30083672.0,121001.0,14124.0,114.383,Vivienda nueva,109.46,7 o más habitaciones,108.65,2.349,13418.0,77.87
07 Castilla y León,2022,54.7,2375583.0,18646.0,29850.0,163499125.0,111388.0,13323.0,111.252,Vivienda nueva,142.558,7 o más habitaciones,108.65,3.035,14569.0,75.91
07 Castilla y León,2022,54.7,2375583.0,18646.0,29850.0,163499125.0,111388.0,13323.0,111.252,Vivienda segunda mano,123.84,7 o más habitaciones,108.65,3.035,14569.0,75.91
07 Castilla y León,2021,53.7,2385223.0,17616.0,27172.39,72799232.0,125251.0,12656.0,104.415,Vivienda nueva,133.728,7 o más habitaciones,108.65,5.047,15515.0,65.1
07 Castilla y León,2021,53.7,2385223.0,17616.0,27172.39,72799232.0,125251.0,12656.0,104.415,Vivienda segunda mano,116.874,7 o más habitaciones,108.65,5.047,15515.0,65.1
07 Castilla y León,2020,54.6,2058278.0,12456.0,25150.35,40997627.0,112950.0,12697.0,97.295,Vivienda nueva,128.673,Menos de 3 habitaciones,4.7,-8.214,14692.0,55.03
07 Castilla y León,2020,54.6,2058278.0,12456.0,25150.35,40997627.0,112950.0,12697.0,97.295,Vivienda nueva,128.673,Entre 3 y 6 habitaciones,787.6,-8.214,14692.0,55.03
07 Castilla y León,2020,54.6,2058278.0,12456.0,25150.35,40997627.0,112950.0,12697.0,97.295,Vivienda nueva,128.673,7 o más habitaciones,228.1,-8.214,14692.0,55.03
07 Castilla y León,2020,54.6,2058278.0,12456.0,25150.35,40997627.0,112950.0,12697.0,97.295,Vivienda segunda mano,112.904,Menos de 3 habitaciones,4.7,-8.214,14692.0,55.03
07 Castilla y León,2020,54.6,2058278.0,12456.0,25150.35,40997627.0,112950.0,12697.0,97.295,Vivienda segunda mano,112.904,Entre 3 y 6 habitaciones,787.6,-8.214,14692.0,55.03
07 Castilla y León,2020,54.6,2058278.0,12456.0,25150.35,40997627.0,112950.0,12697.0,97.295,Vivienda segunda mano,112.904,7 o más habitaciones,228.1,-8.214,14692.0,55.03
07 Castilla y León,2019,53.8,2058278.0,16731.0,27233.61,41694283.0,85088.0,12003.0,97.98,Vivienda nueva,121.891,Menos de 3 habitaciones,4.7,0.889,16163.0,71.35
07 Castilla y León,2019,53.8,2058278.0,16731.0,27233.61,41694283.0,85088.0,12003.0,97.98,Vivienda nueva,121.891,Entre 3 y 6 habitaciones,796.6,0.889,16163.0,71.35
07 Castilla y León,2019,53.8,2058278.0,16731.0,27233.61,41694283.0,85088.0,12003.0,97.98,Vivienda nueva,121.891,7 o más habitaciones,217.6,0.889,16163.0,71.35
07 Castilla y León,2019,53.8,2058278.0,16731.0,27233.61,41694283.0,85088.0,12003.0,97.98,Vivienda segunda mano,110.783,Menos de 3 habitaciones,4.7,0.889,16163.0,71.35
07 Castilla y León,2019,53.8,2058278.0,16731.0,27233.61,41694283.0,85088.0,12003.0,97.98,Vivienda segunda mano,110.783,Entre 3 y 6 habitaciones,796.6,0.889,16163.0,71.35
07 Castilla y León,2019,53.8,2058278.0,16731.0,27233.61,41694283.0,85088.0,12003.0,97.98,Vivienda segunda mano,110.783,7 o más habitaciones,217.6,0.889,16163.0,71.35
07 Castilla y León,2018,54.2,2058278.0,16333.0,26919.14,31296095.0,70243.0,11949.0,97.042,Vivienda nueva,112.419,Menos de 3 habitaciones,6.6,3.432,19117.0,61.36
07 Castilla y León,2018,54.2,2058278.0,16333.0,26919.14,31296095.0,70243.0,11949.0,97.042,Vivienda nueva,112.419,Entre 3 y 6 habitaciones,806.3,3.432,19117.0,61.36
07 Castilla y León,2018,54.2,2058278.0,16333.0,26919.14,31296095.0,70243.0,11949.0,97.042,Vivienda nueva,112.419,7 o más habitaciones,202.7,3.432,19117.0,61.36
07 Castilla y León,2018,54.2,2058278.0,16333.0,26919.14,31296095.0,70243.0,11949.0,97.042,Vivienda segunda mano,106.145,Menos de 3 habitaciones,6.6,3.432,19117.0,61.36
07 Castilla y León,2018,54.2,2058278.0,16333.0,26919.14,31296095.0,70243.0,11949.0,97.042,Vivienda segunda mano,106.145,Entre 3 y 6 habitaciones,806.3,3.432,19117.0,61.36
07 Castilla y León,2018,54.2,2058278.0,16333.0,26919.14,31296095.0,70243.0,11949.0,97.042,Vivienda segunda mano,106.145,7 o más habitaciones,202.7,3.432,19117.0,61.36
07 Castilla y León,2017,54.5,2058278.0,15754.0,26813.96,31716611.0,63637.0,11239.0,95.9,Vivienda nueva,104.802,Menos de 3 habitaciones,12.1,2.106,22166.0,57.96
07 Castilla y León,2017,54.5,2058278.0,15754.0,26813.96,31716611.0,63637.0,11239.0,95.9,Vivienda nueva,104.802,Entre 3 y 6 habitaciones,839.9,2.106,22166.0,57.96
07 Castilla y León,2017,54.5,2058278.0,15754.0,26813.96,31716611.0,63637.0,11239.0,95.9,Vivienda nueva,104.802,7 o más habitaciones,167.0,2.106,22166.0,57.96
07 Castilla y León,2017,54.5,2058278.0,15754.0,26813.96,31716611.0,63637.0,11239.0,95.9,Vivienda segunda mano,102.354,Menos de 3 habitaciones,12.1,2.106,22166.0,57.96
07 Castilla y León,2017,54.5,2058278.0,15754.0,26813.96,31716611.0,63637.0,11239.0,95.9,Vivienda segunda mano,102.354,Entre 3 y 6 habitaciones,839.9,2.106,22166.0,57.96
07 Castilla y León,2017,54.5,2058278.0,15754.0,26813.96,31716611.0,63637.0,11239.0,95.9,Vivienda segunda mano,102.354,7 o más habitaciones,167.0,2.106,22166.0,57.96
07 Castilla y León,2016,54.8,2058278.0,14307.0,26078.83,26359616.0,66294.0,10815.0,94.908,Vivienda nueva,102.916,Menos de 3 habitaciones,11.8,3.28,22254.0,54.02
07 Castilla y León,2016,54.8,2058278.0,14307.0,26078.83,26359616.0,66294.0,10815.0,94.908,Vivienda nueva,102.916,Entre 3 y 6 habitaciones,811.3,3.28,22254.0,54.02
07 Castilla y León,2016,54.8,2058278.0,14307.0,26078.83,26359616.0,66294.0,10815.0,94.908,Vivienda nueva,102.916,7 o más habitaciones,200.1,3.28,22254.0,54.02
07 Castilla y León,2016,54.8,2058278.0,14307.0,26078.83,26359616.0,66294.0,10815.0,94.908,Vivienda segunda mano,100.693,Menos de 3 habitaciones,11.8,3.28,22254.0,54.02
07 Castilla y León,2016,54.8,2058278.0,14307.0,26078.83,26359616.0,66294.0,10815.0,94.908,Vivienda segunda mano,100.693,Entre 3 y 6 habitaciones,811.3,3.28,22254.0,54.02
07 Castilla y León,2016,54.8,2058278.0,14307.0,26078.83,26359616.0,66294.0,10815.0,94.908,Vivienda segunda mano,100.693,7 o más habitaciones,200.1,3.28,22254.0,54.02
07 Castilla y León,2015,54.6,2058278.0,11551.0,26046.63,29773625.0,61305.0,1057.0,93.418,Vivienda nueva,100.0,Menos de 3 habitaciones,8.7,3.516,24641.0,59.89
07 Castilla y León,2015,54.6,2058278.0,11551.0,26046.63,29773625.0,61305.0,1057.0,93.418,Vivienda nueva,100.0,Entre 3 y 6 habitaciones,813.5,3.516,24641.0,59.89
07 Castilla y León,2015,54.6,2058278.0,11551.0,26046.63,29773625.0,61305.0,1057.0,93.418,Vivienda nueva,100.0,7 o más habitaciones,205.9,3.516,24641.0,59.89
07 Castilla y León,2015,54.6,2058278.0,11551.0,26046.63,29773625.0,61305.0,1057.0,93.418,Vivienda segunda mano,100.0,Menos de 3 habitaciones,8.7,3.516,24641.0,59.89
07 Castilla y León,2015,54.6,2058278.0,11551.0,26046.63,29773625.0,61305.0,1057.0,93.418,Vivienda segunda mano,100.0,Entre 3 y 6 habitaciones,813.5,3.516,24641.0,59.89
07 Castilla y León,2015,54.6,2058278.0,11551.0,26046.63,29773625.0,61305.0,1057.0,93.418,Vivienda segunda mano,100.0,7 o más habitaciones,205.9,3.516,24641.0,59.89
07 Castilla y León,2014,54.8,2058278.0,11634.0,25030.36,36633529.0,52669.0,10406.0,93.738,Vivienda nueva,97.366,Menos de 3 habitaciones,8.0,2.349,23069.0,59.06
07 Castilla y León,2014,54.8,2058278.0,11634.0,25030.36,36633529.0,52669.0,10406.0,93.738,Vivienda nueva,97.366,Entre 3 y 6 habitaciones,816.2,2.349,23069.0,59.06
07 Castilla y León,2014,54.8,2058278.0,11634.0,25030.36,36633529.0,52669.0,10406.0,93.738,Vivienda nueva,97.366,7 o más habitaciones,206.5,2.349,23069.0,59.06
07 Castilla y León,2014,54.8,2058278.0,11634.0,25030.36,36633529.0,52669.0,10406.0,93.738,Vivienda segunda mano,99.089,Menos de 3 habitaciones,8.0,2.349,23069.0,59.06
07 Castilla y León,2014,54.8,2058278.0,11634.0,25030.36,36633529.0,52669.0,10406.0,93.738,Vivienda segunda mano,99.089,Entre 3 y 6 habitaciones,816.2,2.349,23069.0,59.06
07 Castilla y León,2014,54.8,2058278.0,11634.0,25030.36,36633529.0,52669.0,10406.0,93.738,Vivienda segunda mano,99.089,7 o más habitaciones,206.5,2.349,23069.0,59.06
07 Castilla y León,2013,54.9,2058278.0,12177.0,24879.62,39255420.0,51871.0,1076.0,94.874,Vivienda nueva,100.882,Menos de 3 habitaciones,6.2,2.349,20837.0,59.88
07 Castilla y León,2013,54.9,2058278.0,12177.0,24879.62,39255420.0,51871.0,1076.0,94.874,Vivienda nueva,100.882,Entre 3 y 6 habitaciones,804.9,2.349,20837.0,59.88
07 Castilla y León,2013,54.9,2058278.0,12177.0,24879.62,39255420.0,51871.0,1076.0,94.874,Vivienda nueva,100.882,7 o más habitaciones,220.1,2.349,20837.0,59.88
07 Castilla y León,2013,54.9,2058278.0,12177.0,24879.62,39255420.0,51871.0,1076.0,94.874,Vivienda segunda mano,100.611,Menos de 3 habitaciones,6.2,2.349,20837.0,59.88
07 Castilla y León,2013,54.9,2058278.0,12177.0,24879.62,39255420.0,51871.0,1076.0,94.874,Vivienda segunda mano,100.611,Entre 3 y 6 habitaciones,804.9,2.349,20837.0,59.88
07 Castilla y León,2013,54.9,2058278.0,12177.0,24879.62,39255420.0,51871.0,1076.0,94.874,Vivienda segunda mano,100.611,7 o más habitaciones,220.1,2.349,20837.0,59.88
07 Castilla y León,2012,55.0,2058278.0,11092.5,25466.24,37051959.0,77718.0,10855.0,94.434,Vivienda nueva,117.716,7 o más habitaciones,108.65,2.349,2633.0,65.78
07 Castilla y León,2012,55.0,2058278.0,11092.5,25466.24,37051959.0,77718.0,10855.0,94.434,Vivienda segunda mano,117.182,7 o más habitaciones,108.65,2.349,2633.0,65.78
07 Castilla y León,2011,54.8,2058278.0,11092.5,26128.57,39482259.0,137198.0,10841.0,91.614,Vivienda nueva,133.14,7 o más habitaciones,108.65,2.349,25797.0,84.83
07 Castilla y León,2011,54.8,2058278.0,11092.5,26128.57,39482259.0,137198.0,10841.0,91.614,Vivienda segunda mano,138.137,7 o más habitaciones,108.65,2.349,25797.0,84.83
07 Castilla y León,2010,54.4,2058278.0,11092.5,25978.58,49022013.0,237400.0,10946.0,89.228,Vivienda nueva,139.099,7 o más habitaciones,108.65,2.349,18095.0,93.31
07 Castilla y León,2010,54.4,2058278.0,11092.5,25978.58,49022013.0,237400.0,10946.0,89.228,Vivienda segunda mano,152.036,7 o más habitaciones,108.65,2.349,18095.0,93.31
08 Castilla - La Mancha,2023,59.2,2084086.0,11092.5,29391.85,30083672.0,82661.0,11913.0,115.413,Vivienda nueva,109.46,7 o más habitaciones,108.65,2.349,13418.0,91.82
08 Castilla - La Mancha,2022,58.8,2058278.0,1378.0,27632.73,56987355.0,102767.0,11037.0,111.618,Vivienda nueva,138.199,7 o más habitaciones,108.65,1.33,11592.0,100.12
08 Castilla - La Mancha,2022,58.8,2058278.0,1378.0,27632.73,56987355.0,102767.0,11037.0,111.618,Vivienda segunda mano,114.599,7 o más habitaciones,108.65,1.33,11592.0,100.12
08 Castilla - La Mancha,2021,58.0,2052505.0,13267.0,24290.52,54340294.0,111198.0,10257.0,104.514,Vivienda nueva,130.011,7 o más habitaciones,108.65,4.827,11325.0,84.76
08 Castilla - La Mancha,2021,58.0,2052505.0,13267.0,24290.52,54340294.0,111198.0,10257.0,104.514,Vivienda segunda mano,108.262,7 o más habitaciones,108.65,4.827,11325.0,84.76
08 Castilla - La Mancha,2020,57.9,2058278.0,9963.0,23115.57,29233761.0,93891.0,10485.0,97.115,Vivienda nueva,128.408,Menos de 3 habitaciones,2.4,-8.116,10994.0,94.2
08 Castilla - La Mancha,2020,57.9,2058278.0,9963.0,23115.57,29233761.0,93891.0,10485.0,97.115,Vivienda nueva,128.408,Entre 3 y 6 habitaciones,550.8,-8.116,10994.0,94.2
08 Castilla - La Mancha,2020,57.9,2058278.0,9963.0,23115.57,29233761.0,93891.0,10485.0,97.115,Vivienda nueva,128.408,7 o más habitaciones,236.7,-8.116,10994.0,94.2
08 Castilla - La Mancha,2020,57.9,2058278.0,9963.0,23115.57,29233761.0,93891.0,10485.0,97.115,Vivienda segunda mano,105.484,Menos de 3 habitaciones,2.4,-8.116,10994.0,94.2
08 Castilla - La Mancha,2020,57.9,2058278.0,9963.0,23115.57,29233761.0,93891.0,10485.0,97.115,Vivienda segunda mano,105.484,Entre 3 y 6 habitaciones,550.8,-8.116,10994.0,94.2
08 Castilla - La Mancha,2020,57.9,2058278.0,9963.0,23115.57,29233761.0,93891.0,10485.0,97.115,Vivienda segunda mano,105.484,7 o más habitaciones,236.7,-8.116,10994.0,94.2
08 Castilla - La Mancha,2019,58.6,2058278.0,12783.0,26551.65,29174804.0,142793.0,9715.0,97.999,Vivienda nueva,125.868,Menos de 3 habitaciones,3.1,0.245,12147.0,100.59
08 Castilla - La Mancha,2019,58.6,2058278.0,12783.0,26551.65,29174804.0,142793.0,9715.0,97.999,Vivienda nueva,125.868,Entre 3 y 6 habitaciones,599.8,0.245,12147.0,100.59
08 Castilla - La Mancha,2019,58.6,2058278.0,12783.0,26551.65,29174804.0,142793.0,9715.0,97.999,Vivienda nueva,125.868,7 o más habitaciones,181.6,0.245,12147.0,100.59
08 Castilla - La Mancha,2019,58.6,2058278.0,12783.0,26551.65,29174804.0,142793.0,9715.0,97.999,Vivienda segunda mano,104.291,Menos de 3 habitaciones,3.1,0.245,12147.0,100.59
08 Castilla - La Mancha,2019,58.6,2058278.0,12783.0,26551.65,29174804.0,142793.0,9715.0,97.999,Vivienda segunda mano,104.291,Entre 3 y 6 habitaciones,599.8,0.245,12147.0,100.59
08 Castilla - La Mancha,2019,58.6,2058278.0,12783.0,26551.65,29174804.0,142793.0,9715.0,97.999,Vivienda segunda mano,104.291,7 o más habitaciones,181.6,0.245,12147.0,100.59
08 Castilla - La Mancha,2018,58.6,2058278.0,12411.0,25648.31,33144569.0,60604.0,9533.0,97.101,Vivienda nueva,114.088,Menos de 3 habitaciones,6.3,3.266,11611.0,77.58
08 Castilla - La Mancha,2018,58.6,2058278.0,12411.0,25648.31,33144569.0,60604.0,9533.0,97.101,Vivienda nueva,114.088,Entre 3 y 6 habitaciones,577.0,3.266,11611.0,77.58
08 Castilla - La Mancha,2018,58.6,2058278.0,12411.0,25648.31,33144569.0,60604.0,9533.0,97.101,Vivienda nueva,114.088,7 o más habitaciones,197.7,3.266,11611.0,77.58
08 Castilla - La Mancha,2018,58.6,2058278.0,12411.0,25648.31,33144569.0,60604.0,9533.0,97.101,Vivienda segunda mano,101.947,Menos de 3 habitaciones,6.3,3.266,11611.0,77.58
08 Castilla - La Mancha,2018,58.6,2058278.0,12411.0,25648.31,33144569.0,60604.0,9533.0,97.101,Vivienda segunda mano,101.947,Entre 3 y 6 habitaciones,577.0,3.266,11611.0,77.58
08 Castilla - La Mancha,2018,58.6,2058278.0,12411.0,25648.31,33144569.0,60604.0,9533.0,97.101,Vivienda segunda mano,101.947,7 o más habitaciones,197.7,3.266,11611.0,77.58
08 Castilla - La Mancha,2017,59.2,2058278.0,11967.0,24986.65,28367842.0,68723.0,9045.0,95.989,Vivienda nueva,106.787,Menos de 3 habitaciones,5.4,2.389,11075.0,89.39
08 Castilla - La Mancha,2017,59.2,2058278.0,11967.0,24986.65,28367842.0,68723.0,9045.0,95.989,Vivienda nueva,106.787,Entre 3 y 6 habitaciones,588.8,2.389,11075.0,89.39
08 Castilla - La Mancha,2017,59.2,2058278.0,11967.0,24986.65,28367842.0,68723.0,9045.0,95.989,Vivienda nueva,106.787,7 o más habitaciones,186.9,2.389,11075.0,89.39
08 Castilla - La Mancha,2017,59.2,2058278.0,11967.0,24986.65,28367842.0,68723.0,9045.0,95.989,Vivienda segunda mano,100.363,Menos de 3 habitaciones,5.4,2.389,11075.0,89.39
08 Castilla - La Mancha,2017,59.2,2058278.0,11967.0,24986.65,28367842.0,68723.0,9045.0,95.989,Vivienda segunda mano,100.363,Entre 3 y 6 habitaciones,588.8,2.389,11075.0,89.39
08 Castilla - La Mancha,2017,59.2,2058278.0,11967.0,24986.65,28367842.0,68723.0,9045.0,95.989,Vivienda segunda mano,100.363,7 o más habitaciones,186.9,2.389,11075.0,89.39
08 Castilla - La Mancha,2016,58.5,2058278.0,11315.0,25090.47,27775614.0,59347.0,8731.0,94.957,Vivienda nueva,105.128,Menos de 3 habitaciones,6.9,3.894,11084.0,96.67
08 Castilla - La Mancha,2016,58.5,2058278.0,11315.0,25090.47,27775614.0,59347.0,8731.0,94.957,Vivienda nueva,105.128,Entre 3 y 6 habitaciones,591.9,3.894,11084.0,96.67
08 Castilla - La Mancha,2016,58.5,2058278.0,11315.0,25090.47,27775614.0,59347.0,8731.0,94.957,Vivienda nueva,105.128,7 o más habitaciones,183.5,3.894,11084.0,96.67
08 Castilla - La Mancha,2016,58.5,2058278.0,11315.0,25090.47,27775614.0,59347.0,8731.0,94.957,Vivienda segunda mano,99.746,Menos de 3 habitaciones,6.9,3.894,11084.0,96.67
08 Castilla - La Mancha,2016,58.5,2058278.0,11315.0,25090.47,27775614.0,59347.0,8731.0,94.957,Vivienda segunda mano,99.746,Entre 3 y 6 habitaciones,591.9,3.894,11084.0,96.67
08 Castilla - La Mancha,2016,58.5,2058278.0,11315.0,25090.47,27775614.0,59347.0,8731.0,94.957,Vivienda segunda mano,99.746,7 o más habitaciones,183.5,3.894,11084.0,96.67
08 Castilla - La Mancha,2015,58.7,2058278.0,10486.0,25091.81,42549918.0,53854.0,8498.0,93.468,Vivienda nueva,100.0,Menos de 3 habitaciones,3.3,4.545,11502.0,91.68
08 Castilla - La Mancha,2015,58.7,2058278.0,10486.0,25091.81,42549918.0,53854.0,8498.0,93.468,Vivienda nueva,100.0,Entre 3 y 6 habitaciones,586.8,4.545,11502.0,91.68
08 Castilla - La Mancha,2015,58.7,2058278.0,10486.0,25091.81,42549918.0,53854.0,8498.0,93.468,Vivienda nueva,100.0,7 o más habitaciones,193.4,4.545,11502.0,91.68
08 Castilla - La Mancha,2015,58.7,2058278.0,10486.0,25091.81,42549918.0,53854.0,8498.0,93.468,Vivienda segunda mano,100.0,Menos de 3 habitaciones,3.3,4.545,11502.0,91.68
08 Castilla - La Mancha,2015,58.7,2058278.0,10486.0,25091.81,42549918.0,53854.0,8498.0,93.468,Vivienda segunda mano,100.0,Entre 3 y 6 habitaciones,586.8,4.545,11502.0,91.68
08 Castilla - La Mancha,2015,58.7,2058278.0,10486.0,25091.81,42549918.0,53854.0,8498.0,93.468,Vivienda segunda mano,100.0,7 o más habitaciones,193.4,4.545,11502.0,91.68
08 Castilla - La Mancha,2014,59.6,2058278.0,10437.0,24435.23,40307125.0,51897.0,8545.0,93.772,Vivienda nueva,95.63,Menos de 3 habitaciones,4.7,2.349,12166.0,93.32
08 Castilla - La Mancha,2014,59.6,2058278.0,10437.0,24435.23,40307125.0,51897.0,8545.0,93.772,Vivienda nueva,95.63,Entre 3 y 6 habitaciones,584.7,2.349,12166.0,93.32
08 Castilla - La Mancha,2014,59.6,2058278.0,10437.0,24435.23,40307125.0,51897.0,8545.0,93.772,Vivienda nueva,95.63,7 o más habitaciones,195.6,2.349,12166.0,93.32
08 Castilla - La Mancha,2014,59.6,2058278.0,10437.0,24435.23,40307125.0,51897.0,8545.0,93.772,Vivienda segunda mano,98.455,Menos de 3 habitaciones,4.7,2.349,12166.0,93.32
08 Castilla - La Mancha,2014,59.6,2058278.0,10437.0,24435.23,40307125.0,51897.0,8545.0,93.772,Vivienda segunda mano,98.455,Entre 3 y 6 habitaciones,584.7,2.349,12166.0,93.32
08 Castilla - La Mancha,2014,59.6,2058278.0,10437.0,24435.23,40307125.0,51897.0,8545.0,93.772,Vivienda segunda mano,98.455,7 o más habitaciones,195.6,2.349,12166.0,93.32
08 Castilla - La Mancha,2013,59.3,2058278.0,10296.0,24471.64,28691488.0,40896.0,8425.0,95.212,Vivienda nueva,100.502,Menos de 3 habitaciones,5.1,2.349,12808.0,81.79
08 Castilla - La Mancha,2013,59.3,2058278.0,10296.0,24471.64,28691488.0,40896.0,8425.0,95.212,Vivienda nueva,100.502,Entre 3 y 6 habitaciones,556.4,2.349,12808.0,81.79
08 Castilla - La Mancha,2013,59.3,2058278.0,10296.0,24471.64,28691488.0,40896.0,8425.0,95.212,Vivienda nueva,100.502,7 o más habitaciones,223.4,2.349,12808.0,81.79
