Comunidad Autonoma,Periodo,Actividad,Censo,Criminalidad,GastoHogares,GastoProteccionAmbiental,Hipotecas,IngresosMedios,IPC,TipoVivienda,IPV,NumHabitaciones,NumHogares,PIB,Emisiones GEI,Precio del suelo
11 Extremadura,2013,56.2,2058278.0,6213.0,22688.61,4012028.0,16159.0,8224.0,95.283,Vivienda segunda mano,101.973,Menos de 3 habitaciones,2.3,2.349,5733.0,89.62
11 Extremadura,2013,56.2,2058278.0,6213.0,22688.61,4012028.0,16159.0,8224.0,95.283,Vivienda segunda mano,101.973,Entre 3 y 6 habitaciones,304.7,2.349,5733.0,89.62
11 Extremadura,2013,56.2,2058278.0,6213.0,22688.61,4012028.0,16159.0,8224.0,95.283,Vivienda segunda mano,101.973,7 o más habitaciones,121.9,2.349,5733.0,89.62
11 Extremadura,2012,54.3,2058278.0,11092.5,22228.02,10725598.0,22001.0,8238.0,95.324,Vivienda nueva,122.518,7 o más habitaciones,108.65,2.349,6045.0,153.13
11 Extremadura,2012,54.3,2058278.0,11092.5,22228.02,10725598.0,22001.0,8238.0,95.324,Vivienda segunda mano,117.755,7 o más habitaciones,108.65,2.349,6045.0,153.13
11 Extremadura,2011,54.8,2058278.0,11092.5,24032.06,21241957.0,44434.0,8725.0,92.766,Vivienda nueva,132.273,7 o más habitaciones,108.65,2.349,625.0,92.13
11 Extremadura,2011,54.8,2058278.0,11092.5,24032.06,21241957.0,44434.0,8725.0,92.766,Vivienda segunda mano,129.79,7 o más habitaciones,108.65,2.349,625.0,92.13
11 Extremadura,2010,53.6,2058278.0,11092.5,24309.57,19857190.0,88250.0,8897.0,90.597,Vivienda nueva,137.475,7 o más habitaciones,108.65,2.349,6403.0,116.83
11 Extremadura,2010,53.6,2058278.0,11092.5,24309.57,19857190.0,88250.0,8897.0,90.597,Vivienda segunda mano,143.277,7 o más habitaciones,108.65,2.349,6403.0,116.83
12 Galicia,2023,52.8,2699424.0,11092.5,32558.35,30083672.0,103439.0,13147.0,114.357,Vivienda nueva,109.46,7 o más habitaciones,108.65,2.349,13418.0,95.97
12 Galicia,2022,52.7,2692825.0,2058.0,31115.19,66059089.0,121881.0,12352.0,110.782,Vivienda nueva,146.643,7 o más habitaciones,108.65,4.035,9556.0,93.99
12 Galicia,2022,52.7,2692825.0,2058.0,31115.19,66059089.0,121881.0,12352.0,110.782,Vivienda segunda mano,124.252,7 o más habitaciones,108.65,4.035,9556.0,93.99
12 Galicia,2021,52.0,2698177.0,205.0,28429.63,38305892.0,118049.0,11453.0,104.079,Vivienda nueva,136.273,7 o más habitaciones,108.65,5.9,9089.0,97.11
12 Galicia,2021,52.0,2698177.0,205.0,28429.63,38305892.0,118049.0,11453.0,104.079,Vivienda segunda mano,116.769,7 o más habitaciones,108.65,5.9,9089.0,97.11
12 Galicia,2020,53.0,2058278.0,15575.0,24975.71,35992276.0,120645.0,11469.0,97.499,Vivienda nueva,131.97,Menos de 3 habitaciones,8.5,-9.055,8881.0,104.4
12 Galicia,2020,53.0,2058278.0,15575.0,24975.71,35992276.0,120645.0,11469.0,97.499,Vivienda nueva,131.97,Entre 3 y 6 habitaciones,782.4,-9.055,8881.0,104.4
12 Galicia,2020,53.0,2058278.0,15575.0,24975.71,35992276.0,120645.0,11469.0,97.499,Vivienda nueva,131.97,7 o más habitaciones,305.3,-9.055,8881.0,104.4
12 Galicia,2020,53.0,2058278.0,15575.0,24975.71,35992276.0,120645.0,11469.0,97.499,Vivienda segunda mano,111.447,Menos de 3 habitaciones,8.5,-9.055,8881.0,104.4
12 Galicia,2020,53.0,2058278.0,15575.0,24975.71,35992276.0,120645.0,11469.0,97.499,Vivienda segunda mano,111.447,Entre 3 y 6 habitaciones,782.4,-9.055,8881.0,104.4
12 Galicia,2020,53.0,2058278.0,15575.0,24975.71,35992276.0,120645.0,11469.0,97.499,Vivienda segunda mano,111.447,7 o más habitaciones,305.3,-9.055,8881.0,104.4
12 Galicia,2019,52.9,2058278.0,19919.0,26846.48,148771215.0,91864.0,11218.0,97.858,Vivienda nueva,125.079,Menos de 3 habitaciones,13.9,1.393,11875.0,85.91
12 Galicia,2019,52.9,2058278.0,19919.0,26846.48,148771215.0,91864.0,11218.0,97.858,Vivienda nueva,125.079,Entre 3 y 6 habitaciones,833.8,1.393,11875.0,85.91
12 Galicia,2019,52.9,2058278.0,19919.0,26846.48,148771215.0,91864.0,11218.0,97.858,Vivienda nueva,125.079,7 o más habitaciones,242.0,1.393,11875.0,85.91
12 Galicia,2019,52.9,2058278.0,19919.0,26846.48,148771215.0,91864.0,11218.0,97.858,Vivienda segunda mano,109.46,Menos de 3 habitaciones,13.9,1.393,11875.0,85.91
12 Galicia,2019,52.9,2058278.0,19919.0,26846.48,148771215.0,91864.0,11218.0,97.858,Vivienda segunda mano,109.46,Entre 3 y 6 habitaciones,833.8,1.393,11875.0,85.91
12 Galicia,2019,52.9,2058278.0,19919.0,26846.48,148771215.0,91864.0,11218.0,97.858,Vivienda segunda mano,109.46,7 o más habitaciones,242.0,1.393,11875.0,85.91
12 Galicia,2018,53.0,2058278.0,17038.0,27256.92,80475412.0,73154.0,11239.0,97.134,Vivienda nueva,116.914,Menos de 3 habitaciones,13.7,2.22,19279.0,96.78
12 Galicia,2018,53.0,2058278.0,17038.0,27256.92,80475412.0,73154.0,11239.0,97.134,Vivienda nueva,116.914,Entre 3 y 6 habitaciones,811.3,2.22,19279.0,96.78
12 Galicia,2018,53.0,2058278.0,17038.0,27256.92,80475412.0,73154.0,11239.0,97.134,Vivienda nueva,116.914,7 o más habitaciones,259.2,2.22,19279.0,96.78
12 Galicia,2018,53.0,2058278.0,17038.0,27256.92,80475412.0,73154.0,11239.0,97.134,Vivienda segunda mano,105.738,Menos de 3 habitaciones,13.7,2.22,19279.0,96.78
12 Galicia,2018,53.0,2058278.0,17038.0,27256.92,80475412.0,73154.0,11239.0,97.134,Vivienda segunda mano,105.738,Entre 3 y 6 habitaciones,811.3,2.22,19279.0,96.78
12 Galicia,2018,53.0,2058278.0,17038.0,27256.92,80475412.0,73154.0,11239.0,97.134,Vivienda segunda mano,105.738,7 o más habitaciones,259.2,2.22,19279.0,96.78
12 Galicia,2017,53.3,2058278.0,19947.0,26962.72,68021448.0,75476.0,10753.0,96.16,Vivienda nueva,108.88,Menos de 3 habitaciones,10.1,2.914,20321.0,77.46
12 Galicia,2017,53.3,2058278.0,19947.0,26962.72,68021448.0,75476.0,10753.0,96.16,Vivienda nueva,108.88,Entre 3 y 6 habitaciones,815.9,2.914,20321.0,77.46
12 Galicia,2017,53.3,2058278.0,19947.0,26962.72,68021448.0,75476.0,10753.0,96.16,Vivienda nueva,108.88,7 o más habitaciones,256.5,2.914,20321.0,77.46
12 Galicia,2017,53.3,2058278.0,19947.0,26962.72,68021448.0,75476.0,10753.0,96.16,Vivienda segunda mano,102.436,Menos de 3 habitaciones,10.1,2.914,20321.0,77.46
12 Galicia,2017,53.3,2058278.0,19947.0,26962.72,68021448.0,75476.0,10753.0,96.16,Vivienda segunda mano,102.436,Entre 3 y 6 habitaciones,815.9,2.914,20321.0,77.46
12 Galicia,2017,53.3,2058278.0,19947.0,26962.72,68021448.0,75476.0,10753.0,96.16,Vivienda segunda mano,102.436,7 o más habitaciones,256.5,2.914,20321.0,77.46
12 Galicia,2016,53.1,2058278.0,18469.0,26291.11,42235780.0,75681.0,10439.0,95.056,Vivienda nueva,105.297,Menos de 3 habitaciones,8.9,3.172,18248.0,66.28
12 Galicia,2016,53.1,2058278.0,18469.0,26291.11,42235780.0,75681.0,10439.0,95.056,Vivienda nueva,105.297,Entre 3 y 6 habitaciones,814.3,3.172,18248.0,66.28
12 Galicia,2016,53.1,2058278.0,18469.0,26291.11,42235780.0,75681.0,10439.0,95.056,Vivienda nueva,105.297,7 o más habitaciones,258.4,3.172,18248.0,66.28
12 Galicia,2016,53.1,2058278.0,18469.0,26291.11,42235780.0,75681.0,10439.0,95.056,Vivienda segunda mano,100.974,Menos de 3 habitaciones,8.9,3.172,18248.0,66.28
12 Galicia,2016,53.1,2058278.0,18469.0,26291.11,42235780.0,75681.0,10439.0,95.056,Vivienda segunda mano,100.974,Entre 3 y 6 habitaciones,814.3,3.172,18248.0,66.28
12 Galicia,2016,53.1,2058278.0,18469.0,26291.11,42235780.0,75681.0,10439.0,95.056,Vivienda segunda mano,100.974,7 o más habitaciones,258.4,3.172,18248.0,66.28
12 Galicia,2015,53.5,2058278.0,16079.0,26433.15,38378036.0,85994.0,10212.0,93.549,Vivienda nueva,100.0,Menos de 3 habitaciones,9.5,5.116,19837.0,84.25
12 Galicia,2015,53.5,2058278.0,16079.0,26433.15,38378036.0,85994.0,10212.0,93.549,Vivienda nueva,100.0,Entre 3 y 6 habitaciones,801.8,5.116,19837.0,84.25
12 Galicia,2015,53.5,2058278.0,16079.0,26433.15,38378036.0,85994.0,10212.0,93.549,Vivienda nueva,100.0,7 o más habitaciones,268.7,5.116,19837.0,84.25
12 Galicia,2015,53.5,2058278.0,16079.0,26433.15,38378036.0,85994.0,10212.0,93.549,Vivienda segunda mano,100.0,Menos de 3 habitaciones,9.5,5.116,19837.0,84.25
12 Galicia,2015,53.5,2058278.0,16079.0,26433.15,38378036.0,85994.0,10212.0,93.549,Vivienda segunda mano,100.0,Entre 3 y 6 habitaciones,801.8,5.116,19837.0,84.25
12 Galicia,2015,53.5,2058278.0,16079.0,26433.15,38378036.0,85994.0,10212.0,93.549,Vivienda segunda mano,100.0,7 o más habitaciones,268.7,5.116,19837.0,84.25
12 Galicia,2014,53.9,2058278.0,15549.0,25972.41,53830176.0,54476.0,10235.0,93.7,Vivienda nueva,97.266,Menos de 3 habitaciones,11.0,2.349,18842.0,92.47
12 Galicia,2014,53.9,2058278.0,15549.0,25972.41,53830176.0,54476.0,10235.0,93.7,Vivienda nueva,97.266,Entre 3 y 6 habitaciones,784.3,2.349,18842.0,92.47
12 Galicia,2014,53.9,2058278.0,15549.0,25972.41,53830176.0,54476.0,10235.0,93.7,Vivienda nueva,97.266,7 o más habitaciones,280.6,2.349,18842.0,92.47
12 Galicia,2014,53.9,2058278.0,15549.0,25972.41,53830176.0,54476.0,10235.0,93.7,Vivienda segunda mano,98.962,Menos de 3 habitaciones,11.0,2.349,18842.0,92.47
12 Galicia,2014,53.9,2058278.0,15549.0,25972.41,53830176.0,54476.0,10235.0,93.7,Vivienda segunda mano,98.962,Entre 3 y 6 habitaciones,784.3,2.349,18842.0,92.47
12 Galicia,2014,53.9,2058278.0,15549.0,25972.41,53830176.0,54476.0,10235.0,93.7,Vivienda segunda mano,98.962,7 o más habitaciones,280.6,2.349,18842.0,92.47
12 Galicia,2013,54.2,2058278.0,15386.0,26140.36,47786931.0,65844.0,10106.0,94.674,Vivienda nueva,97.559,Menos de 3 habitaciones,14.2,2.349,18667.0,83.64
12 Galicia,2013,54.2,2058278.0,15386.0,26140.36,47786931.0,65844.0,10106.0,94.674,Vivienda nueva,97.559,Entre 3 y 6 habitaciones,760.5,2.349,18667.0,83.64
12 Galicia,2013,54.2,2058278.0,15386.0,26140.36,47786931.0,65844.0,10106.0,94.674,Vivienda nueva,97.559,7 o más habitaciones,295.8,2.349,18667.0,83.64
12 Galicia,2013,54.2,2058278.0,15386.0,26140.36,47786931.0,65844.0,10106.0,94.674,Vivienda segunda mano,99.849,Menos de 3 habitaciones,14.2,2.349,18667.0,83.64
12 Galicia,2013,54.2,2058278.0,15386.0,26140.36,47786931.0,65844.0,10106.0,94.674,Vivienda segunda mano,99.849,Entre 3 y 6 habitaciones,760.5,2.349,18667.0,83.64
12 Galicia,2013,54.2,2058278.0,15386.0,26140.36,47786931.0,65844.0,10106.0,94.674,Vivienda segunda mano,99.849,7 o más habitaciones,295.8,2.349,18667.0,83.64
12 Galicia,2012,55.1,2058278.0,11092.5,27258.05,50076614.0,69633.0,10266.0,94.194,Vivienda nueva,109.642,7 o más habitaciones,108.65,2.349,21759.0,111.73
12 Galicia,2012,55.1,2058278.0,11092.5,27258.05,50076614.0,69633.0,10266.0,94.194,Vivienda segunda mano,112.82,7 o más habitaciones,108.65,2.349,21759.0,111.73
12 Galicia,2011,54.5,2058278.0,11092.5,28255.87,66795712.0,125730.0,1037.0,91.801,Vivienda nueva,124.967,7 o más habitaciones,108.65,2.349,1894.0,152.71
12 Galicia,2011,54.5,2058278.0,11092.5,28255.87,66795712.0,125730.0,1037.0,91.801,Vivienda segunda mano,131.614,7 o más habitaciones,108.65,2.349,1894.0,152.71
12 Galicia,2010,54.0,2058278.0,11092.5,28294.92,80612513.0,274489.0,10504.0,89.571,Vivienda nueva,130.062,7 o más habitaciones,108.65,2.349,17333.0,162.81
12 Galicia,2010,54.0,2058278.0,11092.5,28294.92,80612513.0,274489.0,10504.0,89.571,Vivienda segunda mano,141.972,7 o más habitaciones,108.65,2.349,17333.0,162.81
"13 Madrid, Comunidad de",2023,63.3,6871903.0,11092.5,37360.47,30083672.0,880364.0,16817.0,111.826,Vivienda nueva,109.46,7 o más habitaciones,108.65,2.349,13418.0,291.33
"13 Madrid, Comunidad de",2022,63.9,6743254.0,50268.0,36197.93,44340734.0,913915.0,15695.0,108.858,Vivienda nueva,163.777,7 o más habitaciones,108.65,5.719,21596.0,261.08
"13 Madrid, Comunidad de",2022,63.9,6743254.0,50268.0,36197.93,44340734.0,913915.0,15695.0,108.858,Vivienda segunda mano,155.382,7 o más habitaciones,108.65,5.719,21596.0,261.08
"13 Madrid, Comunidad de",2021,63.3,6726640.0,49725.0,34326.24,82499601.0,1115936.0,14836.0,103.732,Vivienda nueva,152.477,7 o más habitaciones,108.65,6.219,22164.0,308.97
"13 Madrid, Comunidad de",2021,63.3,6726640.0,49725.0,34326.24,82499601.0,1115936.0,14836.0,103.732,Vivienda segunda mano,145.718,7 o más habitaciones,108.65,6.219,22164.0,308.97
"13 Madrid, Comunidad de",2020,63.0,2058278.0,38856.0,32502.41,42746611.0,926101.0,1458.0,97.684,Vivienda nueva,144.818,Menos de 3 habitaciones,59.9,-10.98,19622.0,230.59
"13 Madrid, Comunidad de",2020,63.0,2058278.0,38856.0,32502.41,42746611.0,926101.0,1458.0,97.684,Vivienda nueva,144.818,Entre 3 y 6 habitaciones,2209.3,-10.98,19622.0,230.59
"13 Madrid, Comunidad de",2020,63.0,2058278.0,38856.0,32502.41,42746611.0,926101.0,1458.0,97.684,Vivienda nueva,144.818,7 o más habitaciones,357.8,-10.98,19622.0,230.59
"13 Madrid, Comunidad de",2020,63.0,2058278.0,38856.0,32502.41,42746611.0,926101.0,1458.0,97.684,Vivienda segunda mano,142.935,Menos de 3 habitaciones,59.9,-10.98,19622.0,230.59
"13 Madrid, Comunidad de",2020,63.0,2058278.0,38856.0,32502.41,42746611.0,926101.0,1458.0,97.684,Vivienda segunda mano,142.935,Entre 3 y 6 habitaciones,2209.3,-10.98,19622.0,230.59
"13 Madrid, Comunidad de",2020,63.0,2058278.0,38856.0,32502.41,42746611.0,926101.0,1458.0,97.684,Vivienda segunda mano,142.935,7 o más habitaciones,357.8,-10.98,19622.0,230.59
"13 Madrid, Comunidad de",2019,62.7,2058278.0,54264.0,35798.09,42027100.0,1204012.0,14199.0,98.424,Vivienda nueva,136.231,Menos de 3 habitaciones,65.5,1.559,23232.0,273.48
"13 Madrid, Comunidad de",2019,62.7,2058278.0,54264.0,35798.09,42027100.0,1204012.0,14199.0,98.424,Vivienda nueva,136.231,Entre 3 y 6 habitaciones,2202.3,1.559,23232.0,273.48
"13 Madrid, Comunidad de",2019,62.7,2058278.0,54264.0,35798.09,42027100.0,1204012.0,14199.0,98.424,Vivienda nueva,136.231,7 o más habitaciones,344.8,1.559,23232.0,273.48
"13 Madrid, Comunidad de",2019,62.7,2058278.0,54264.0,35798.09,42027100.0,1204012.0,14199.0,98.424,Vivienda segunda mano,141.964,Menos de 3 habitaciones,65.5,1.559,23232.0,273.48
"13 Madrid, Comunidad de",2019,62.7,2058278.0,54264.0,35798.09,42027100.0,1204012.0,14199.0,98.424,Vivienda segunda mano,141.964,Entre 3 y 6 habitaciones,2202.3,1.559,23232.0,273.48
"13 Madrid, Comunidad de",2019,62.7,2058278.0,54264.0,35798.09,42027100.0,1204012.0,14199.0,98.424,Vivienda segunda mano,141.964,7 o más habitaciones,344.8,1.559,23232.0,273.48
"13 Madrid, Comunidad de",2018,63.3,2058278.0,56063.0,34793.11,36547324.0,707396.0,13279.0,97.579,Vivienda nueva,126.654,Menos de 3 habitaciones,53.6,1.461,23573.0,311.68
"13 Madrid, Comunidad de",2018,63.3,2058278.0,56063.0,34793.11,36547324.0,707396.0,13279.0,97.579,Vivienda nueva,126.654,Entre 3 y 6 habitaciones,2227.5,1.461,23573.0,311.68
"13 Madrid, Comunidad de",2018,63.3,2058278.0,56063.0,34793.11,36547324.0,707396.0,13279.0,97.579,Vivienda nueva,126.654,7 o más habitaciones,318.2,1.461,23573.0,311.68
"13 Madrid, Comunidad de",2018,63.3,2058278.0,56063.0,34793.11,36547324.0,707396.0,13279.0,97.579,Vivienda segunda mano,134.543,Menos de 3 habitaciones,53.6,1.461,23573.0,311.68
"13 Madrid, Comunidad de",2018,63.3,2058278.0,56063.0,34793.11,36547324.0,707396.0,13279.0,97.579,Vivienda segunda mano,134.543,Entre 3 y 6 habitaciones,2227.5,1.461,23573.0,311.68
"13 Madrid, Comunidad de",2018,63.3,2058278.0,56063.0,34793.11,36547324.0,707396.0,13279.0,97.579,Vivienda segunda mano,134.543,7 o más habitaciones,318.2,1.461,23573.0,311.68
"13 Madrid, Comunidad de",2017,62.7,2058278.0,52778.0,34016.49,38456256.0,595529.0,13099.0,96.213,Vivienda nueva,119.089,Menos de 3 habitaciones,67.5,3.038,22465.0,272.94
"13 Madrid, Comunidad de",2017,62.7,2058278.0,52778.0,34016.49,38456256.0,595529.0,13099.0,96.213,Vivienda nueva,119.089,Entre 3 y 6 habitaciones,2231.7,3.038,22465.0,272.94
"13 Madrid, Comunidad de",2017,62.7,2058278.0,52778.0,34016.49,38456256.0,595529.0,13099.0,96.213,Vivienda nueva,119.089,7 o más habitaciones,273.8,3.038,22465.0,272.94
"13 Madrid, Comunidad de",2017,62.7,2058278.0,52778.0,34016.49,38456256.0,595529.0,13099.0,96.213,Vivienda segunda mano,121.308,Menos de 3 habitaciones,67.5,3.038,22465.0,272.94
"13 Madrid, Comunidad de",2017,62.7,2058278.0,52778.0,34016.49,38456256.0,595529.0,13099.0,96.213,Vivienda segunda mano,121.308,Entre 3 y 6 habitaciones,2231.7,3.038,22465.0,272.94
"13 Madrid, Comunidad de",2017,62.7,2058278.0,52778.0,34016.49,38456256.0,595529.0,13099.0,96.213,Vivienda segunda mano,121.308,7 o más habitaciones,273.8,3.038,22465.0,272.94
"13 Madrid, Comunidad de",2016,64.2,2058278.0,46487.0,32682.55,29706880.0,578555.0,12647.0,95.104,Vivienda nueva,109.016,Menos de 3 habitaciones,90.6,3.317,22565.0,338.96
"13 Madrid, Comunidad de",2016,64.2,2058278.0,46487.0,32682.55,29706880.0,578555.0,12647.0,95.104,Vivienda nueva,109.016,Entre 3 y 6 habitaciones,2170.2,3.317,22565.0,338.96
"13 Madrid, Comunidad de",2016,64.2,2058278.0,46487.0,32682.55,29706880.0,578555.0,12647.0,95.104,Vivienda nueva,109.016,7 o más habitaciones,290.0,3.317,22565.0,338.96
"13 Madrid, Comunidad de",2016,64.2,2058278.0,46487.0,32682.55,29706880.0,578555.0,12647.0,95.104,Vivienda segunda mano,108.49,Menos de 3 habitaciones,90.6,3.317,22565.0,338.96
"13 Madrid, Comunidad de",2016,64.2,2058278.0,46487.0,32682.55,29706880.0,578555.0,12647.0,95.104,Vivienda segunda mano,108.49,Entre 3 y 6 habitaciones,2170.2,3.317,22565.0,338.96
"13 Madrid, Comunidad de",2016,64.2,2058278.0,46487.0,32682.55,29706880.0,578555.0,12647.0,95.104,Vivienda segunda mano,108.49,7 o más habitaciones,290.0,3.317,22565.0,338.96
"13 Madrid, Comunidad de",2015,64.6,2058278.0,34746.0,31586.06,33150694.0,440924.0,12534.0,93.827,Vivienda nueva,100.0,Menos de 3 habitaciones,71.1,3.85,22054.0,292.03
"13 Madrid, Comunidad de",2015,64.6,2058278.0,34746.0,31586.06,33150694.0,440924.0,12534.0,93.827,Vivienda nueva,100.0,Entre 3 y 6 habitaciones,2143.1,3.85,22054.0,292.03
"13 Madrid, Comunidad de",2015,64.6,2058278.0,34746.0,31586.06,33150694.0,440924.0,12534.0,93.827,Vivienda nueva,100.0,7 o más habitaciones,317.0,3.85,22054.0,292.03
"13 Madrid, Comunidad de",2015,64.6,2058278.0,34746.0,31586.06,33150694.0,440924.0,12534.0,93.827,Vivienda segunda mano,100.0,Menos de 3 habitaciones,71.1,3.85,22054.0,292.03
"13 Madrid, Comunidad de",2015,64.6,2058278.0,34746.0,31586.06,33150694.0,440924.0,12534.0,93.827,Vivienda segunda mano,100.0,Entre 3 y 6 habitaciones,2143.1,3.85,22054.0,292.03
"13 Madrid, Comunidad de",2015,64.6,2058278.0,34746.0,31586.06,33150694.0,440924.0,12534.0,93.827,Vivienda segunda mano,100.0,7 o más habitaciones,317.0,3.85,22054.0,292.03
"13 Madrid, Comunidad de",2014,63.5,2058278.0,34146.0,31509.21,38334082.0,459820.0,12597.0,93.812,Vivienda nueva,93.592,Menos de 3 habitaciones,74.3,2.349,22701.0,317.73
"13 Madrid, Comunidad de",2014,63.5,2058278.0,34146.0,31509.21,38334082.0,459820.0,12597.0,93.812,Vivienda nueva,93.592,Entre 3 y 6 habitaciones,2159.8,2.349,22701.0,317.73
"13 Madrid, Comunidad de",2014,63.5,2058278.0,34146.0,31509.21,38334082.0,459820.0,12597.0,93.812,Vivienda nueva,93.592,7 o más habitaciones,278.6,2.349,22701.0,317.73
"13 Madrid, Comunidad de",2014,63.5,2058278.0,34146.0,31509.21,38334082.0,459820.0,12597.0,93.812,Vivienda segunda mano,94.789,Menos de 3 habitaciones,74.3,2.349,22701.0,317.73
"13 Madrid, Comunidad de",2014,63.5,2058278.0,34146.0,31509.21,38334082.0,459820.0,12597.0,93.812,Vivienda segunda mano,94.789,Entre 3 y 6 habitaciones,2159.8,2.349,22701.0,317.73
"13 Madrid, Comunidad de",2014,63.5,2058278.0,34146.0,31509.21,38334082.0,459820.0,12597.0,93.812,Vivienda segunda mano,94.789,7 o más habitaciones,278.6,2.349,22701.0,317.73
"13 Madrid, Comunidad de",2013,65.4,2058278.0,34123.0,32603.8,33615695.0,289935.0,12823.0,94.811,Vivienda nueva,89.768,Menos de 3 habitaciones,79.8,2.349,24322.0,270.7
"13 Madrid, Comunidad de",2013,65.4,2058278.0,34123.0,32603.8,33615695.0,289935.0,12823.0,94.811,Vivienda nueva,89.768,Entre 3 y 6 habitaciones,2130.0,2.349,24322.0,270.7
"13 Madrid, Comunidad de",2013,65.4,2058278.0,34123.0,32603.8,33615695.0,289935.0,12823.0,94.811,Vivienda nueva,89.768,7 o más habitaciones,287.1,2.349,24322.0,270.7
"13 Madrid, Comunidad de",2013,65.4,2058278.0,34123.0,32603.8,33615695.0,289935.0,12823.0,94.811,Vivienda segunda mano,93.184,Menos de 3 habitaciones,79.8,2.349,24322.0,270.7
"13 Madrid, Comunidad de",2013,65.4,2058278.0,34123.0,32603.8,33615695.0,289935.0,12823.0,94.811,Vivienda segunda mano,93.184,Entre 3 y 6 habitaciones,2130.0,2.349,24322.0,270.7
"13 Madrid, Comunidad de",2013,65.4,2058278.0,34123.0,32603.8,33615695.0,289935.0,12823.0,94.811,Vivienda segunda mano,93.184,7 o más habitaciones,287.1,2.349,24322.0,270.7
"13 Madrid, Comunidad de",2012,65.4,2058278.0,11092.5,34824.38,30891302.0,350048.0,13155.0,94.651,Vivienda nueva,100.681,7 o más habitaciones,108.65,2.349,24001.0,425.8
"13 Madrid, Comunidad de",2012,65.4,2058278.0,11092.5,34824.38,30891302.0,350048.0,13155.0,94.651,Vivienda segunda mano,105.543,7 o más habitaciones,108.65,2.349,24001.0,425.8
"13 Madrid, Comunidad de",2011,65.3,2058278.0,11092.5,35568.91,36521655.0,489177.0,13192.0,92.337,Vivienda nueva,116.909,7 o más habitaciones,108.65,2.349,25738.0,418.36
"13 Madrid, Comunidad de",2011,65.3,2058278.0,11092.5,35568.91,36521655.0,489177.0,13192.0,92.337,Vivienda segunda mano,125.649,7 o más habitaciones,108.65,2.349,25738.0,418.36
"13 Madrid, Comunidad de",2010,65.9,2058278.0,11092.5,35108.99,50620933.0,795773.0,13436.0,90.048,Vivienda nueva,123.654,7 o más habitaciones,108.65,2.349,26116.0,499.67
"13 Madrid, Comunidad de",2010,65.9,2058278.0,11092.5,35108.99,50620933.0,795773.0,13436.0,90.048,Vivienda segunda mano,140.664,7 o más habitaciones,108.65,2.349,26116.0,499.67
"14 Murcia, Región de",2023,59.3,1551692.0,11092.5,31851.1,30083672.0,47835.0,11314.0,113.818,Vivienda nueva,109.46,7 o más habitaciones,108.65,2.349,13418.0,90.48
"14 Murcia, Región de",2022,59.5,1529658.0,14751.0,31456.52,43292633.0,78202.0,10632.0,110.528,Vivienda nueva,153.97,7 o más habitaciones,108.65,2.57,11033.0,138.43
"14 Murcia, Región de",2022,59.5,1529658.0,14751.0,31456.52,43292633.0,78202.0,10632.0,110.528,Vivienda segunda mano,126.158,7 o más habitaciones,108.65,2.57,11033.0,138.43
"14 Murcia, Región de",2021,59.3,1518279.0,14147.0,27555.87,39457128.0,71757.0,9931.0,103.929,Vivienda nueva,142.847,7 o más habitaciones,108.65,6.262,948.0,133.65
"14 Murcia, Región de",2021,59.3,1518279.0,14147.0,27555.87,39457128.0,71757.0,9931.0,103.929,Vivienda segunda mano,117.235,7 o más habitaciones,108.65,6.262,948.0,133.65
"14 Murcia, Región de",2020,59.0,2058278.0,10411.0,25080.79,31058392.0,55716.0,985.0,97.766,Vivienda nueva,133.906,Menos de 3 habitaciones,2.0,-10.12,9387.0,117.14
"14 Murcia, Región de",2020,59.0,2058278.0,10411.0,25080.79,31058392.0,55716.0,985.0,97.766,Vivienda nueva,133.906,Entre 3 y 6 habitaciones,413.7,-10.12,9387.0,117.14
"14 Murcia, Región de",2020,59.0,2058278.0,10411.0,25080.79,31058392.0,55716.0,985.0,97.766,Vivienda nueva,133.906,7 o más habitaciones,135.5,-10.12,9387.0,117.14
"14 Murcia, Región de",2020,59.0,2058278.0,10411.0,25080.79,31058392.0,55716.0,985.0,97.766,Vivienda segunda mano,111.658,Menos de 3 habitaciones,2.0,-10.12,9387.0,117.14
"14 Murcia, Región de",2020,59.0,2058278.0,10411.0,25080.79,31058392.0,55716.0,985.0,97.766,Vivienda segunda mano,111.658,Entre 3 y 6 habitaciones,413.7,-10.12,9387.0,117.14
"14 Murcia, Región de",2020,59.0,2058278.0,10411.0,25080.79,31058392.0,55716.0,985.0,97.766,Vivienda segunda mano,111.658,7 o más habitaciones,135.5,-10.12,9387.0,117.14
"14 Murcia, Región de",2019,58.7,2058278.0,13275.0,29746.05,34075312.0,54048.0,8956.0,98.177,Vivienda nueva,125.266,Menos de 3 habitaciones,4.5,1.187,10326.0,124.69
"14 Murcia, Región de",2019,58.7,2058278.0,13275.0,29746.05,34075312.0,54048.0,8956.0,98.177,Vivienda nueva,125.266,Entre 3 y 6 habitaciones,454.2,1.187,10326.0,124.69
"14 Murcia, Región de",2019,58.7,2058278.0,13275.0,29746.05,34075312.0,54048.0,8956.0,98.177,Vivienda nueva,125.266,7 o más habitaciones,85.1,1.187,10326.0,124.69
"14 Murcia, Región de",2019,58.7,2058278.0,13275.0,29746.05,34075312.0,54048.0,8956.0,98.177,Vivienda segunda mano,108.879,Menos de 3 habitaciones,4.5,1.187,10326.0,124.69
